cluster,item_id,name,category,occasion,body_type,image_path
19,408,"Sporty Shorts #408",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\408.jpg
19,436,"Party Jacket #436",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\436.jpg
19,460,"Formal Jacket #460",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\460.jpg
19,466,"Party Dress #466",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\466.jpg
19,467,"Sporty Dress #467",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\467.jpg
19,468,"Casual Shirt #468",Top,Everyday,Pear,C:\Users\anish\my_website\backend\dataset\images\468.jpg
20,139,"Sporty Skirt #139",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\139.jpg
20,165,"Sporty Pants #165",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\165.jpg
20,169,"Sporty Jacket #169",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\169.jpg
20,183,"Party Shorts #183",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\183.jpg
20,195,"Sporty Skirt #195",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\195.jpg
20,203,"Party Jacket #203",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\203.jpg
20,207,"Party Shorts #207",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\207.jpg
20,221,"Sporty Pants #221",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\221.jpg
20,236,"Casual Jacket #236",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\236.jpg
20,255,"Party Dress #255",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\255.jpg
20,258,"Casual Pants #258",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\258.jpg
20,269,"Party Dress #269",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\269.jpg
20,271,"Party Shirt #271",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\271.jpg
20,273,"Casual Skirt #273",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\273.jpg
20,283,"Sporty Shirt #283",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\283.jpg
20,284,"Party Shirt #284",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\284.jpg
20,286,"Formal Jacket #286",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\286.jpg
20,291,"Casual Skirt #291",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\291.jpg
20,293,"Casual Shorts #293",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\293.jpg
20,294,"Party Dress #294",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\294.jpg
20,295,"Party Skirt #295",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\295.jpg
20,305,"Casual Skirt #305",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\305.jpg
20,312,"Casual Jacket #312",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\312.jpg
20,323,"Party Shirt #323",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\323.jpg
20,327,"Formal Shorts #327",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\327.jpg
20,330,"Formal Shorts #330",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\330.jpg
20,339,"Formal Jacket #339",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\339.jpg
20,352,"Formal Pants #352",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\352.jpg
20,364,"Casual Jacket #364",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\364.jpg
20,365,"Formal Shorts #365",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\365.jpg
20,366,"Formal Dress #366",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\366.jpg
20,500,"Party Jacket #500",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\500.jpg
21,168,"Sporty Dress #168",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\168.jpg
21,226,"Party Pants #226",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\226.jpg
21,316,"Casual Pants #316",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\316.jpg
21,322,"Formal Skirt #322",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\322.jpg
21,379,"Casual Dress #379",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\379.jpg
21,410,"Sporty Jacket #410",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\410.jpg
21,456,"Formal Skirt #456",Traditional,Party,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\456.jpg
22,167,"Formal Dress #167",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\167.jpg
22,394,"Party Shorts #394",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\394.jpg
22,401,"Sporty Shirt #401",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\401.jpg
22,407,"Formal Jacket #407",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\407.jpg
22,428,"Casual Pants #428",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\428.jpg
22,458,"Party Dress #458",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\458.jpg
22,485,"Sporty Skirt #485",Shirt,Formal,Unknown,C:\Users\anish\my_website\backend\dataset\images\485.jpg
23,141,"Sporty Skirt #141",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\141.jpg
23,148,"Casual Skirt #148",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\148.jpg
23,151,"Casual Shirt #151",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\151.jpg
23,158,"Casual Skirt #158",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\158.jpg
23,175,"Party Skirt #175",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\175.jpg
23,198,"Formal Skirt #198",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\198.jpg
23,216,"Casual Shirt #216",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\216.jpg
23,242,"Sporty Skirt #242",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\242.jpg
23,248,"Sporty Shirt #248",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\248.jpg
23,256,"Formal Jacket #256",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\256.jpg
23,280,"Casual Pants #280",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\280.jpg
23,306,"Casual Dress #306",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\306.jpg
23,377,"Casual Pants #377",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\377.jpg
23,440,"Party Pants #440",Traditional,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\440.jpg
24,328,"Casual Dress #328",Shorts,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\328.jpg
25,6,"Casual Shorts #6",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\006.jpg
25,64,"Formal Skirt #64",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\064.jpg
25,88,"Party Skirt #88",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\088.jpg
25,90,"Party Jacket #90",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\090.jpg
25,91,"Party Pants #91",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\091.jpg
25,98,"Casual Shirt #98",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\098.jpg
25,99,"Party Skirt #99",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\099.jpg
25,100,"Party Pants #100",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\100.jpg
25,101,"Party Shorts #101",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\101.jpg
25,103,"Casual Shorts #103",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\103.jpg
25,104,"Party Dress #104",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\104.jpg
25,105,"Formal Shirt #105",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\105.jpg
25,106,"Casual Skirt #106",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\106.jpg
25,112,"Casual Skirt #112",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\112.jpg
25,116,"Party Shirt #116",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\116.jpg
25,117,"Party Shirt #117",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\117.jpg
25,118,"Formal Pants #118",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\118.jpg
25,239,"Formal Dress #239",Pants,Unknown,Unknown,C:\Users\anish\my_website\backend\dataset\images\239.jpg
26,413,"Party Shirt #413",Traditional,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\413.jpg
27,49,"Party Skirt #49",Shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\049.jpg
27,73,"Casual Skirt #73",Shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\073.jpg
27,74,"Formal Shorts #74",Jacket,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\074.jpg
27,124,"Party Dress #124",Shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\124.jpg
27,172,"Sporty Shorts #172",Shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\172.jpg
27,189,"Formal Skirt #189",Top,Casual,Athletic,C:\Users\anish\my_website\backend\dataset\images\189.jpg
27,266,"Formal Shorts #266",Top,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\266.jpg
27,287,"Casual Shirt #287",T-shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\287.jpg
27,420,"Formal Skirt #420",T-shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\420.jpg
28,87,"Sporty Jacket #87",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\087.jpg
28,137,"Sporty Shirt #137",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\137.jpg
28,251,"Sporty Jacket #251",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\251.jpg
28,257,"Sporty Shorts #257",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\257.jpg
28,274,"Sporty Jacket #274",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\274.jpg
28,404,"Formal Dress #404",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\404.jpg
28,429,"Formal Pants #429",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\429.jpg
28,479,"Party Pants #479",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\479.jpg
28,483,"Party Dress #483",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\483.jpg
28,487,"Casual Pants #487",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\487.jpg
28,494,"Formal Dress #494",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\494.jpg
28,498,"Casual Shirt #498",Dress,Party,Unknown,C:\Users\anish\my_website\backend\dataset\images\498.jpg
29,1,"Casual Shorts #1",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\001.jpg
29,2,"Casual Jacket #2",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\002.jpg
29,5,"Formal Pants #5",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\005.jpg
29,8,"Party Shirt #8",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\008.jpg
29,22,"Sporty Dress #22",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\022.jpg
29,42,"Sporty Shirt #42",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\042.jpg
29,65,"Formal Skirt #65",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\065.jpg
29,69,"Sporty Skirt #69",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\069.jpg
29,71,"Sporty Pants #71",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\071.jpg
29,81,"Party Jacket #81",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\081.jpg
29,86,"Formal Jacket #86",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\086.jpg
29,102,"Sporty Shirt #102",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\102.jpg
29,127,"Party Jacket #127",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\127.jpg
29,246,"Casual Pants #246",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\246.jpg
29,370,"Sporty Pants #370",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\370.jpg
29,449,"Sporty Pants #449",Shirt,Casual,Rectangle,C:\Users\anish\my_website\backend\dataset\images\449.jpg
30,140,"Casual Skirt #140",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\140.jpg
30,143,"Formal Shirt #143",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\143.jpg
30,154,"Sporty Dress #154",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\154.jpg
30,160,"Party Shirt #160",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\160.jpg
30,190,"Sporty Shorts #190",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\190.jpg
30,199,"Formal Shirt #199",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\199.jpg
30,204,"Party Dress #204",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\204.jpg
30,205,"Party Jacket #205",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\205.jpg
30,206,"Formal Shirt #206",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\206.jpg
30,220,"Party Pants #220",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\220.jpg
30,225,"Sporty Dress #225",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\225.jpg
30,238,"Casual Shirt #238",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\238.jpg
30,279,"Casual Dress #279",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\279.jpg
30,348,"Sporty Dress #348",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\348.jpg
30,373,"Sporty Shorts #373",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\373.jpg
30,374,"Formal Dress #374",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\374.jpg
30,430,"Sporty Pants #430",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\430.jpg
30,432,"Sporty Skirt #432",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\432.jpg
30,441,"Casual Shirt #441",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\441.jpg
30,459,"Formal Pants #459",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\459.jpg
30,462,"Party Shirt #462",Traditional,Party,Pear,C:\Users\anish\my_website\backend\dataset\images\462.jpg
31,70,"Casual Shorts #70",Top,Casual,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\070.jpg
31,136,"Party Shirt #136",Top,Casual,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\136.jpg
31,302,"Casual Dress #302",Top,Casual,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\302.jpg
31,340,"Sporty Dress #340",Top,Casual,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\340.jpg
31,367,"Casual Jacket #367",Top,Casual,Inverted Triangle,C:\Users\anish\my_website\backend\dataset\images\367.jpg
32,56,"Formal Pants #56",Dress,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\056.jpg
32,128,"Sporty Shorts #128",T-shirt,Sporty,Hourglass,C:\Users\anish\my_website\backend\dataset\images\128.jpg
32,157,"Formal Pants #157",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\157.jpg
32,180,"Formal Pants #180",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\180.jpg
32,185,"Formal Shirt #185",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\185.jpg
32,217,"Casual Pants #217",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\217.jpg
32,244,"Formal Shorts #244",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\244.jpg
32,270,"Casual Skirt #270",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\270.jpg
32,314,"Sporty Jacket #314",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\314.jpg
32,320,"Formal Dress #320",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\320.jpg
32,399,"Sporty Shirt #399",Traditional,Casual,Hourglass,C:\Users\anish\my_website\backend\dataset\images\399.jpg
33,3,"Formal Pants #3",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\003.jpg
33,4,"Formal Dress #4",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\004.jpg
33,12,"Party Dress #12",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\012.jpg
33,17,"Sporty Shorts #17",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\017.jpg
33,20,"Party Skirt #20",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\020.jpg
33,24,"Formal Skirt #24",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\024.jpg
33,26,"Formal Shirt #26",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\026.jpg
33,28,"Sporty Skirt #28",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\028.jpg
33,32,"Formal Skirt #32",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\032.jpg
33,57,"Formal Shirt #57",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\057.jpg
33,67,"Party Dress #67",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\067.jpg
33,488,"Party Skirt #488",T-shirt,Sporty,Athletic,C:\Users\anish\my_website\backend\dataset\images\488.jpg
34,11,"Casual Shirt #11",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\011.jpg
34,45,"Sporty Dress #45",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\045.jpg
34,83,"Party Pants #83",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\083.jpg
34,109,"Casual Shorts #109",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\109.jpg
34,115,"Party Shirt #115",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\115.jpg
34,120,"Casual Shorts #120",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\120.jpg
34,156,"Sporty Shirt #156",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\156.jpg
34,173,"Sporty Jacket #173",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\173.jpg
34,179,"Sporty Shirt #179",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\179.jpg
34,187,"Casual Pants #187",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\187.jpg
34,192,"Sporty Pants #192",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\192.jpg
34,213,"Party Jacket #213",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\213.jpg
34,215,"Party Dress #215",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\215.jpg
34,222,"Formal Dress #222",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\222.jpg
34,224,"Formal Jacket #224",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\224.jpg
34,227,"Casual Shorts #227",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\227.jpg
34,235,"Party Shirt #235",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\235.jpg
34,240,"Formal Shirt #240",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\240.jpg
34,241,"Casual Shirt #241",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\241.jpg
34,249,"Casual Pants #249",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\249.jpg
34,262,"Sporty Jacket #262",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\262.jpg
34,267,"Sporty Jacket #267",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\267.jpg
34,272,"Formal Skirt #272",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\272.jpg
34,276,"Formal Skirt #276",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\276.jpg
34,278,"Party Shorts #278",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\278.jpg
34,282,"Sporty Jacket #282",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\282.jpg
34,292,"Sporty Shirt #292",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\292.jpg
34,296,"Casual Pants #296",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\296.jpg
34,297,"Formal Pants #297",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\297.jpg
34,298,"Casual Pants #298",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\298.jpg
34,300,"Formal Shirt #300",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\300.jpg
34,307,"Party Shorts #307",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\307.jpg
34,308,"Formal Shorts #308",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\308.jpg
34,310,"Party Pants #310",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\310.jpg
34,311,"Casual Skirt #311",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\311.jpg
34,317,"Party Dress #317",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\317.jpg
34,318,"Formal Jacket #318",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\318.jpg
34,335,"Party Jacket #335",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\335.jpg
34,342,"Party Skirt #342",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\342.jpg
34,345,"Sporty Pants #345",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\345.jpg
34,346,"Formal Pants #346",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\346.jpg
34,347,"Formal Skirt #347",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\347.jpg
34,360,"Party Skirt #360",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\360.jpg
34,362,"Casual Shirt #362",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\362.jpg
34,450,"Party Dress #450",T-shirt,Everyday,Unknown,C:\Users\anish\my_website\backend\dataset\images\450.jpg
35,10,"Casual Skirt #10",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\010.jpg
35,13,"Party Shorts #13",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\013.jpg
35,14,"Casual Shirt #14",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\014.jpg
35,18,"Casual Shirt #18",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\018.jpg
35,23,"Formal Jacket #23",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\023.jpg
35,25,"Party Skirt #25",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\025.jpg
35,29,"Party Pants #29",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\029.jpg
35,30,"Casual Pants #30",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\030.jpg
35,31,"Casual Jacket #31",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\031.jpg
35,33,"Formal Pants #33",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\033.jpg
35,34,"Casual Skirt #34",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\034.jpg
35,35,"Party Pants #35",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\035.jpg
35,36,"Casual Shirt #36",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\036.jpg
35,38,"Formal Dress #38",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\038.jpg
35,52,"Casual Shorts #52",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\052.jpg
35,53,"Party Skirt #53",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\053.jpg
35,62,"Formal Shirt #62",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\062.jpg
35,82,"Party Shirt #82",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\082.jpg
35,252,"Casual Pants #252",T-shirt,Everyday,Athletic,C:\Users\anish\my_website\backend\dataset\images\252.jpg
36,144,"Formal Jacket #144",Dress,Party,Hourglass,C:\Users\anish\my_website\backend\dataset\images\144.jpg
36,164,"Formal Shirt #164",Dress,Party,Hourglass,C:\Users\anish\my_website\backend\dataset\images\164.jpg
36,193,"Sporty Jacket #193",Dress,Party,Hourglass,C:\Users\anish\my_website\backend\dataset\images\193.jpg
36,254,"Sporty Skirt #254",Dress,Party,Hourglass,C:\Users\anish\my_website\backend\dataset\images\254.jpg
36,356,"Casual Skirt #356",Dress,Party,Hourglass,C:\Users\anish\my_website\backend\dataset\images\356.jpg
36,417,"Formal Pants #417",Dress,Party,Hourglass,C:\Users\anish\my_website\backend\dataset\images\417.jpg
37,47,"Casual Skirt #47",Shirt,Casual,Unknown,C:\Users\anish\my_website\backend\dataset\images\047.jpg
